Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
Montenegro;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;12439,217;12526,357;12714,121;12978,765;13525,532;14072,956;15265,834;16280,086;17421,138;16376,208;16788,498;17306,172;16821,223;17401,382;17694,681;18282,834;18819,032;19703,459;20710,633;21559,027;18302,653;19571,249;2020
Morocco;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;3952,238;4157,103;3995,133;3895,079;4233,423;3945,696;4371,429;4243,111;4487,584;4474,165;4498,003;4762,76;4846,338;5067,727;5241,739;5344,573;5675,954;5802,11;6068,843;6247,773;6406,358;6660,255;6777,718;7000,209;7104,037;7349,051;7348,976;7580,998;7737,981;7857,901;7288,628;7629,813;2018
Mozambique;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;464,132;481,897;436,719;464,019;475,25;469,19;506,151;548,346;587,864;640,251;630,702;687,149;729,29;756,593;792,726;821,345;875,915;917,795;958,283;991,323;1027,208;1073,477;1120,126;1165,406;1217,087;1262,613;1273,782;1283,66;1289,735;1281,778;1229,939;1224,613;2015
Myanmar;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;953,019;1018,76;1130,106;1256,079;1367,039;1534,691;1757,539;1983,664;2234,063;2497,732;2669,341;2767,993;2893,04;3028,997;3200,388;3424,733;3673,822;3914,339;4130,236;4332,722;4575,101;4848,559;4968,734;4050,696;2015
Namibia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;6642,046;6710,624;7067,998;6729,589;6727,923;6807,64;6815,552;6881,374;6887,972;6903,099;7054,728;7216,072;7573,459;7708,454;8083,174;8313,373;8489,671;8791,717;8891,312;8785,84;9178,757;9503,526;9802,224;10160,982;10578,651;10822,652;10622,898;10316,885;10237,171;9987,702;9023,138;8799,616;2020
Nauru;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4450,242;4490,847;5301,251;4056,4;4801,035;5150,138;5482,039;6007,929;6444,163;8092,805;9399,919;9236,525;9096,859;8341,682;8982,703;9457,322;9341,361;9304,107;2016
Nepal;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1598,376;1656,328;1678,291;1695,928;1787,265;1803,386;1855,421;1910,277;1926,139;1973,786;2056,789;2136,328;2106,152;2158,233;2229,212;2277,633;2325,166;2375,702;2493,884;2585,897;2697,433;2786,844;2922,62;3033,781;3217,449;3331,872;3315,814;3565,198;3773,716;3972,634;3839,128;3857,553;2018
Netherlands;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;36920,561;37528,555;37825,8;38027,358;38910,044;39775,002;40979,475;42551,84;44290,603;46206,437;47832,04;48568,574;48316,509;48131,742;48888,641;49743,929;51375,585;53235,951;54235,095;51991,289;52404,979;52958,918;52179,2;51960,084;52544,344;53346,881;54264,387;55509,264;56490,468;57258,261;54671,235;56568,251;2020
New Zealand;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;26872,975;25835,508;25742,288;26780,43;27900,558;28834,681;29541,187;29877,407;29708,105;30888,102;32011,14;32607,449;33589,738;34350,875;35450,781;36152,036;36770,94;37670,29;37285,851;36470,269;36701,317;37092,824;37793,566;38348,865;39144,531;39749,54;40407,448;40975,984;41623,089;41916,865;40241,685;41984,537;2020
Nicaragua;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;3470,119;3569,163;3693,718;3741,089;3803,368;3991,201;4072,43;4108,729;4056,602;4075,614;4206,587;4299,829;4431,783;4596,057;4692,465;4479,926;4618,608;4762,061;5009,237;5201,876;5394,629;5594,887;5789,89;5995,596;5734,226;5466,605;5384,314;5612,153;2020
Niger;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1125,534;1084,893;1070,178;1037,633;1021,226;1011,081;977,451;958,091;1016,945;979,015;932,902;964,968;976,013;961,21;929,56;961,23;980,856;974,39;1010,812;992,126;1036,633;1020,712;1085,169;1099,008;1127,198;1131,921;1151,585;1163,64;1200,759;1224,335;1221,704;1239,853;2009
Nigeria;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2902,637;2814,026;2804,146;2777,725;2716,272;2699,097;2739,414;2749,189;2748,467;2694,701;2773,092;2884,607;3223,57;3441,446;3704,771;3863,213;4016,807;4198,764;4383,329;4624,688;5009,749;5115,747;5193,536;5329,116;5516,383;5514,784;5284,9;5190,363;5155,068;5135,489;4916,712;4920,903;2012
North Macedonia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;10277,919;9461,11;9243,549;9087,87;9133,508;9227,701;9493,799;9862,933;10270,886;9923,264;10043,622;10242,918;10689,43;11170,715;11715,304;12453,957;13113,368;13040,224;13448,325;13746,229;13666,934;14043,064;14528,77;15073,638;15484,844;15640,295;16076,645;16593,948;15898,937;16534,894;2020
Norway;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;41324,861;42358,421;43615,289;44590,929;46590,995;48287,835;50452,963;52871,402;53925,855;54608,357;56014,489;56941,402;57410,53;57608,435;59552,929;60686,356;61609,701;62785,864;62223,069;60445,713;60057,978;59856,172;60679,689;60607,494;61080,259;61695,707;61801,975;62782,105;63083,35;63230,508;62422,445;63928,042;2020
Oman;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;26119,837;26725,849;27987,474;28714,785;28901,19;29466,394;29587,847;30746,893;30973,068;30519,042;31953,835;32823,923;31930,293;30566,135;30428,08;30615,435;31629,532;32356,125;34267,255;35132,025;34441,514;32141,165;31898,092;31502,841;30854,203;30996,153;30635,93;29758,244;29759,296;29410,206;29686,288;29582,123;2020
Pakistan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2826,676;2907,228;3000,362;2985,612;3038,204;3113,695;3238,917;3216,048;3250,659;3309,298;3340,611;3337,646;3373,964;3447,212;3633,355;3884,096;4034,954;4182,97;4218,527;4145,132;4164,198;4226,981;4300,839;4370,806;4458,57;4549,571;4666,49;4817,915;4990,933;5000,793;4885,808;4984,961;2020
Palau;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11682,279;12346,451;12815,679;12258,922;12677,086;12995,579;12970,345;13388,632;12923,441;12213,188;12384,056;13182,714;13610,922;13554,457;14249,021;15386,135;15292,313;14775,342;15413,473;15351,055;14067,703;11189,84;2020
Panama;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;10383,512;11121,945;11782,135;12167,566;12257,763;12219,626;12854,093;13410,413;14103,492;14357,977;14456,955;14249,156;14283,53;14600,282;15399,573;16198,687;17260,771;19004,184;20509,872;20407,11;21231,75;23240,427;25084,046;26375,428;27268,893;28381,536;29332,595;30510,958;31147,795;31637,967;25596,998;28266,819;2020
Papua New Guinea;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2490,302;2646,536;2791,985;3084,777;3320,939;3122,417;3242,531;2959,686;3020,786;3001,17;2855,554;2783,614;2713,029;2888,581;2837,217;2889,131;2894,171;3049,049;2971,119;3101,867;3239,745;3106,579;3083,467;3133,091;3482,702;3634,829;3756,134;3809,453;3721,211;3858,792;3632,372;3601,406;2019
Paraguay;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;8651,928;8408,485;8380,107;8617,903;8894,672;9311,508;9268,89;9468,882;9285,818;8975,787;8592,713;8361,983;8208,36;8411,386;8601,109;8635,82;8900,723;9230,408;9672,816;9495,891;10385,969;10665,362;10429,608;11125,813;11542,794;11710,817;12034,672;12433,769;12651,444;12424,932;12184,351;12558,851;2019
Peru;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5402,606;5413,177;5280,148;5452,802;6012,177;6343,236;6407,841;6707,226;6571,003;6563,344;6637,741;6581,694;6843,881;7033,139;7286,049;7646,362;8122,483;8712,12;9399,934;9396,931;10065,93;10582,221;11105,897;11624,998;11770,998;12022,131;12363,636;12540,71;12903,155;12783,132;11263,781;12271,755;2018
Philippines;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4275,461;4159,872;4081,683;4074,965;4156,468;4248,912;4279,587;4401,753;4272,784;4322,281;4514,052;4553,465;4625,019;4762,976;4976,233;5122,854;5294,501;5537,578;5676,054;5658,894;5970,908;6099,126;6414,787;6739,979;7058,124;7393,04;7790,259;8199,054;8587,915;8982,57;8010,681;8144,557;2020
Poland;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;11366,51;10542,632;10728,933;11155,454;11715,517;12503,812;13274,028;14203,667;14903,284;15574,724;16409,483;16611,322;16856,279;17456,785;18340,023;18991,5;20164,752;21606,568;22519,846;23145,379;24082,507;25201,85;25535,031;25826,059;26729,985;27871,319;28776,045;30161,551;31773,19;33284,21;32391,246;34154,247;2020
Portugal;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;23347,489;24189,956;24966,529;24764,619;25065,86;25555,578;26352,035;27388,982;28561,191;29509,662;30421,133;30794,54;30862,493;30460,708;30931,335;31115,6;31564,123;32291,786;32348,237;31308,654;31837,939;31343,851;30194,561;30080,446;30482,572;31157,635;31887,22;33086,048;34083,355;34989,233;31961,34;33440,246;2020
Puerto Rico;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;21653,673;22009,325;22858,008;23750,368;24561,74;25481,315;25861,837;26897,719;28403,102;29389,912;30124,839;32906,423;33577,328;34341,883;35017,108;34370,825;34030,139;33832,144;33403,586;32930,521;32960,842;33224,69;33639,038;33922,304;34070,283;34301,813;34492,824;34627,223;34226,846;34735,433;33808,751;34014,067;2020
Qatar;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;59959,398;57997,527;63457,691;62586,904;63393,575;62854,335;64065,249;79210,401;84019,078;83864,32;86435,581;87650,41;91006,822;90264,581;98632,636;93270,343;101382,65;100604,627;87676,762;93993,734;105738,997;116493,492;115334,96;111365,543;106059,221;101000,858;96943,85;91742,857;91679,078;91101,144;91591,529;91544,089;2020
Romania;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;13719,02;11963,62;10956,883;11185,533;11696,686;12606,437;13177,426;12445,88;11905,936;11825,058;12182,808;12833,859;13947,695;14384,649;15963,232;16816,799;18274,16;19713,392;22065,105;21046,773;20370,793;20857,324;21392,142;22282,993;23164,651;23941,968;25213,721;27219,977;28598,67;29961,596;28932,983;30960,744;2020
Russia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;21433,195;20296,615;17320,611;15801,679;13796,632;13241,944;12782,707;12986,209;12311,123;13150,907;14529,964;15338,276;16141,885;17403,778;18721,771;19993,878;21680,716;23550,149;24787,879;22833,742;23856,88;25032,038;25986,483;26383,753;26105,56;25542,032;25546,351;25999,323;26747,205;27296,924;26596,072;27847,674;2020
Rwanda;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;945,69;878,028;935,356;893,174;559,992;738,547;833,589;914,87;908,291;846,851;893,959;945,3;1043,469;1040,93;1079,366;1153,748;1232;1297,489;1396,705;1453,202;1512,951;1601,49;1690,186;1736,781;1793,709;1900,691;1979,164;2005,479;2123,524;2268,35;2146,371;2204,962;2012
Samoa;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3801,992;3761,111;3933,453;4201,501;4413,403;4615,436;4728,196;5010,549;5084,787;5076,631;5222,022;5157,621;5249,601;5424,201;5157,849;5092,535;5056,537;5237,413;5629,35;5664,283;5525,634;5695,455;5502,492;5070,996;2016
San Marino;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;80994,865;82009,145;84071,606;88906,199;87451,61;77596,691;72169,391;65243,126;59829,412;58642,974;57573,064;58600,027;59666,465;59522,01;60124,202;61649,016;57348,89;59889,457;2019
S„o TomÈ and PrÌncipe;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2729,368;2685,097;2626,194;2624,187;2632,048;2635,039;2625,274;2603,02;2619,866;2637,396;2602,582;2620,778;2633,587;2749,45;2790,713;2915,749;3097,575;3108,626;3290,404;3291,402;3430,753;3501,608;3532,685;3623,572;3780,057;3823,546;3903,417;3975,025;3997,402;4009,051;4034,739;4028,333;2011
Saudi Arabia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;44244,709;48459,669;47415,744;45879,723;45030,639;44044,864;44123,381;43541,528;43727,857;41073,95;42345,027;40830,013;38728,21;42047,391;44299,507;45233,738;44967,852;44293,841;45518,613;43120,098;43809,968;46809,069;47957,06;47940,569;49125,685;49953,776;49629,15;48014,585;48004,575;47031,288;44075,558;44756,147;2020
Senegal;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2473,685;2466,882;2430,552;2391,589;2320,049;2396,521;2380,419;2386,714;2470,566;2557,793;2595,109;2642,686;2580,832;2658,562;2712,878;2758,353;2750,195;2754,192;2780,615;2780,613;2797,11;2757,079;2788,671;2777,112;2868,316;2966,455;3067,666;3203,906;3309,486;3361,462;3320,675;3385,329;2019
Serbia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8799,74;9048,458;7978,206;8624,766;9070,96;9720,838;10176,43;11122,965;12289,29;12967,891;13859,041;14705,318;14361,077;14524,334;14932,557;14902,911;15408,766;15237,763;15588,003;16193,002;16621,467;17463,776;18254,981;18172,845;19439,11;2020
Seychelles;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;14236,615;14436,037;15400,702;16184,684;15374,96;15224,061;16502,25;18298,486;18386,862;18366,74;18977,749;18530,517;18410,414;17314,43;16883,299;18320,026;19629,099;21563,629;20635,392;20326,974;20942,476;22656,706;23261,064;24209,655;24915,995;25638,728;26580,63;27711,687;27772,389;28036,576;24227,784;25678,097;2015
Sierra Leone;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1959,111;1790,55;1618,177;1626,075;1690,478;1523,064;1143,234;937,153;919,51;829,514;838,145;955,123;1156,04;1206,681;1231,162;1238,396;1250,049;1314,61;1353,071;1365,223;1406,182;1461,32;1645,676;1942,844;1987,011;1545,724;1608,743;1633,73;1654,599;1709,297;1637,783;1655,392;2017
Singapore;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;37412,328;38794,894;40146,356;43630,397;46975,564;48851,445;50410,282;52801,499;49917,374;52354,582;56106,732;54029,735;55634,719;59022,103;64011,426;67125,565;70915,992;74159,387;71629,827;69585,845;78294,031;81538,365;83112,007;85732,804;87959,417;89519,736;91307,504;95350,436;98222,846;98411,582;93397,049;98535,677;2020
Slovak Republic;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;12067,915;12744,991;13671,81;14590,48;15322,152;15920,891;15887,111;16056,786;16640,473;17390,274;18360,536;19340,576;20618,433;22368,609;24790,43;26158,431;24702,19;26113,708;26847,092;27296,153;27445;28143,429;29469,088;30070,38;30917,606;32000,309;32760,064;31159,953;32529,582;2019
Slovenia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;18984,769;19614,407;20653,971;21497,919;22263,416;23426,229;24219,809;25596,152;26410,421;27227,945;28126,96;28944,848;30185,51;31313,844;33017,821;35199,222;36436,589;33319,964;33526,66;33762,428;32786,392;32396,565;33256,775;33962,3;35023,93;36680,185;38284,092;39262,171;37333,29;39538,244;2020
Solomon Islands;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2071,955;2135,241;2339,218;2364,648;2484,632;2659,165;2627,085;2531,308;2493,819;2414,39;2014,146;1804,544;1707,741;1771,999;1842,645;1897,39;1943,712;1984,459;2052,833;2057,267;2180,844;2280,309;2262,078;2319;2280,507;2251,316;2320,745;2381,014;2411,138;2378,376;2226,651;2205,488;2015
Somalia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;939,583;930,084;925,147;930,181;930,128;916,435;915,544;915,544;883,514;872,352;2013
South Africa;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;10256,753;10339,656;10436,33;10683,946;10780,395;10670,216;10765,73;11050,496;11144,34;11399,408;11622,507;12022,406;12511,384;13052,68;13572,228;13806,754;13392,677;13589;13804,423;13921,299;14049,387;14033,155;14004,888;13886,182;13838,848;13840,854;13659,411;12599,274;13030,512;2020
South Sudan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2077,077;954,343;1194,578;1191,753;1154,532;970,485;888,762;845,389;827,106;750,108;767,786;2008
Spain;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;27142,712;27754,546;27898,425;27446,472;28011,778;29098,295;29734,035;30802,047;32066,16;33415,203;34809,875;35992,31;36387,119;36786,554;37346,869;38000,093;38937,105;39559,002;39262,061;37469,071;37374,73;36932,699;35817,256;35433,698;36030,07;37448,753;38549,551;39626,469;40364,124;40875,3;36446,87;38502,471;2020
Sri Lanka;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;3617,81;3961,275;3793,587;4034,452;4317,785;4541,804;5059,688;5549,081;5430,207;5557,016;5988,106;5829,819;5999,251;6302,216;6589,463;6944,23;7419,419;7865,368;8274,175;8507,589;9126,867;9827,538;10712,396;10990,07;11428,109;11890,516;12287,473;12584,104;12860,321;13070,126;12536,369;12924,257;2019
St. Kitts and Nevis;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;13669,754;13919,078;14226,712;14823,723;15430,536;15771,883;16516,35;17535,246;17526,464;18011,51;19521,531;20282,562;20273,395;19201,677;19692,226;21324,477;21728,534;21607,439;23760,802;22707,907;22470,979;22587,958;22221,238;23233,744;24731,429;24656,762;25360,272;25340,706;25754,154;26718,424;22637,078;22178,566;2015
St. Lucia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;11934,091;11814,689;12553,271;12540,694;12489,933;12462,8;12620,119;12314,543;12891,758;13085,214;12899,25;12309,403;12264,829;12669,455;13438,513;13228,89;13879,705;13985,386;14496,708;14712,225;14693,593;15253,701;15042,727;14571,089;14600,762;14433,867;14844,641;15236,049;15559,535;15452,236;12227,023;12572,666;2015
St. Vincent and the Grenadines;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;6471,511;6564,472;7031,944;7286,035;7202,835;7694,24;7777,58;8070,404;8432,236;8611,871;8769,414;8921,433;9442,91;10123,702;10497,688;10711,379;11484,13;11816,053;11991,286;11727,844;11323,243;11264,5;11408,777;11606,291;11735,46;11879,694;12093,012;12201,783;12453,27;12507,265;12088,345;11342,964;2016
Sudan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2733,042;2839,026;2909,705;2903,647;2920,551;3293,074;3394,106;3525,736;3739,476;3820,919;4048,083;4375,452;4522,007;4677,644;4793,262;4945,455;5134,954;5291,851;5356,155;5075,938;5138,187;6110,867;4725,339;4670,087;4740,234;4686,602;4706,496;4602,317;4350,726;4134,134;3883,112;3818,772;2011
Suriname;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;13706,483;11640,897;11952,535;11517,761;10584,984;11608,382;12755,555;13448,823;13581,392;13262,756;13091,562;13533,415;13872,732;14585,375;15371,733;15942,968;16671,323;17325,095;17796,831;18085,781;18767,946;19543,729;20006,779;20271,887;20012,366;19038,952;17837,437;17879,62;18551,302;18507,186;15446,055;15367,355;2020
Sweden;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;34372,578;33783,129;33282,7;32475,721;33479,151;34713,495;35233,867;36302,899;37839,581;39415,082;41194,417;41667,991;42432,609;43244,009;44940,574;46039,578;47839,943;49109,824;48500,774;45977,033;48326,186;49516,521;48848,977;48973,222;49746,202;51432,467;51740,38;52413,085;52860,884;53402,352;51650,979;52549,752;2020
Switzerland;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;57095,277;55917,85;55092,228;54467,928;54680,247;54601,434;54574,714;55644,57;57207,952;57939,452;59964,997;60662,776;60198,619;59673,383;60823,328;62128,902;64322,903;66489,546;67497,76;65175,576;66533,76;67087,973;67259,351;67791,502;68572,331;68862,249;69480,814;69851,7;71363,881;71736,648;69443,104;71480,023;2020
Syria;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taiwan Province of China;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;15945,566;17108,974;18355,466;19426,163;20703,766;21863,834;23033,101;24182,694;24986,048;26470,394;27909,026;27359,567;28711,616;29813,673;31767,359;33358,054;35119,304;37391,416;37561,504;36823,396;40521,886;41897,104;42660,864;43612,476;45553,255;46106,213;47008,921;48500,845;49815,034;51260,909;52955,684;56160,764;2020
Tajikistan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;2034,677;1796,817;1403,897;1215,252;1148,467;1150,498;1187,79;1196,212;1274,382;1379,749;1477,159;1595,854;1729,265;1807,079;1893,143;1997,485;2108,894;2143,32;2232,21;2343,925;2463,27;2586,433;2698,694;2798,407;2927,694;3070,049;3226,933;3399,966;3484,252;3589,74;2014
Tanzania;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1371,542;1354,142;1316,35;1287,991;1267,036;1274,367;1297,473;1310,988;1329,631;1361,659;1393,995;1439,503;1501,195;1560,281;1635,526;1707,169;1737,112;1831,685;1880,465;1925,555;1989,224;2084,1;2127;2204,25;2283,078;2352,072;2439,363;2527,809;2624,349;2725,394;2773,715;2801,8;2012
Thailand;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;7010,146;7509,654;8120,697;8745,552;9358,708;10017,934;10467,455;10059,377;9180,02;9489,818;9809,622;10053,815;10583,76;11260,158;11886,325;12304,402;12837,878;13460,061;13620,532;13458,527;14399,045;14450,479;15424,544;15767,361;15854,132;16285,387;16782,099;17422,952;18095,737;18453,47;17284,701;17412,956;2019
Timor-Leste;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2295,041;2635,895;2424,737;2335,514;2305,799;2332,426;2192,806;2365,853;2573,76;2751,695;2930,054;3045,458;3172,279;3182,525;3264,562;3297,889;3344,571;3145,483;3051,668;3552,597;3181,503;2842,133;2019
